tensor([1.], device='mps:0')
[2,  2200] loss: 2.109
[2,  2400] loss: 2.104
[2,  2600] loss: 2.090
[2,  2800] loss: 2.065
[2,  3000] loss: 2.080
[2,  3200] loss: 2.074
[2,  3400] loss: 2.076
[2,  3600] loss: 2.101
[2,  3800] loss: 2.092
[2,  4000] loss: 2.081
[2,  4200] loss: 2.089
[2,  4400] loss: 2.083
[2,  4600] loss: 2.061
[2,  4800] loss: 2.093
[2,  5000] loss: 2.087
Epoch [2/20], Train Loss: 0.2621, Val Loss: 0.2948, Test Loss: 2.3568Training Acc: 0.3635, Val Acc: 0.0830, Test Acc: 0.0829, 
[3,   200] loss: 2.068
[3,   400] loss: 2.071
[3,   600] loss: 2.072
[3,   800] loss: 2.071
[3,  1000] loss: 2.059
[3,  1200] loss: 2.054
[3,  1400] loss: 2.072
[3,  1600] loss: 2.079
[3,  1800] loss: 2.067
[3,  2000] loss: 2.062
[3,  2200] loss: 2.043
[3,  2400] loss: 2.049
[3,  2600] loss: 2.043
[3,  2800] loss: 2.056
[3,  3000] loss: 2.070
[3,  3200] loss: 2.068
[3,  3400] loss: 2.053
[3,  3600] loss: 2.045
[3,  3800] loss: 2.029
[3,  4000] loss: 2.063
[3,  4200] loss: 2.054
[3,  4400] loss: 2.046
[3,  4600] loss: 2.053
[3,  4800] loss: 2.051
[3,  5000] loss: 2.029
Epoch [3/20], Train Loss: 0.2571, Val Loss: 0.2895, Test Loss: 2.3164Training Acc: 0.4020, Val Acc: 0.1310, Test Acc: 0.1320, 
[4,   200] loss: 2.051
[4,   400] loss: 2.047
[4,   600] loss: 2.062
[4,   800] loss: 2.029
[4,  1000] loss: 2.026
[4,  1200] loss: 2.037
[4,  1400] loss: 2.038
[4,  1600] loss: 2.022
[4,  1800] loss: 2.036
[4,  2000] loss: 2.036
[4,  2200] loss: 2.044
[4,  2400] loss: 2.040
[4,  2600] loss: 2.013
[4,  2800] loss: 2.038
[4,  3000] loss: 2.029
[4,  3200] loss: 2.030
[4,  3400] loss: 2.025
[4,  3600] loss: 2.035
[4,  3800] loss: 2.040
[4,  4000] loss: 2.051
[4,  4200] loss: 2.013
[4,  4400] loss: 2.025
[4,  4600] loss: 2.018
[4,  4800] loss: 2.028
[4,  5000] loss: 2.017
Epoch [4/20], Train Loss: 0.2542, Val Loss: 0.2928, Test Loss: 2.3396Training Acc: 0.4244, Val Acc: 0.1021, Test Acc: 0.1066, 
[5,   200] loss: 2.016
[5,   400] loss: 2.013
[5,   600] loss: 2.036
[5,   800] loss: 2.033
[5,  1000] loss: 2.022
[5,  1200] loss: 2.015
[5,  1400] loss: 2.016
[5,  1600] loss: 2.020
[5,  1800] loss: 2.006
[5,  2000] loss: 2.022
[5,  2200] loss: 2.005
[5,  2400] loss: 2.021
[5,  2600] loss: 2.008
[5,  2800] loss: 2.012
[5,  3000] loss: 2.019
[5,  3200] loss: 2.018
[5,  3400] loss: 1.998
[5,  3600] loss: 2.011
[5,  3800] loss: 2.012
[5,  4000] loss: 2.020
[5,  4200] loss: 2.031
[5,  4400] loss: 1.992
[5,  4600] loss: 1.995
[5,  4800] loss: 2.006
[5,  5000] loss: 2.014
Epoch [5/20], Train Loss: 0.2518, Val Loss: 0.2977, Test Loss: 2.3825Training Acc: 0.4431, Val Acc: 0.0624, Test Acc: 0.0616, 
[6,   200] loss: 2.027
[6,   400] loss: 2.011
[6,   600] loss: 2.016
[6,   800] loss: 2.005
[6,  1000] loss: 2.017
[6,  1200] loss: 2.017
[6,  1400] loss: 1.998
[6,  1600] loss: 2.006
[6,  1800] loss: 2.011
[6,  2000] loss: 1.999
[6,  2200] loss: 2.001
[6,  2400] loss: 1.999
[6,  2600] loss: 2.012
[6,  2800] loss: 1.984
[6,  3000] loss: 2.016
[6,  3200] loss: 2.005
[6,  3400] loss: 1.986
[6,  3600] loss: 2.035
[6,  3800] loss: 1.994
[6,  4000] loss: 1.993
[6,  4200] loss: 1.993
[6,  4400] loss: 2.035
[6,  4600] loss: 1.992
[6,  4800] loss: 1.984
[6,  5000] loss: 1.996
Epoch [6/20], Train Loss: 0.2507, Val Loss: 0.2961, Test Loss: 2.3645Training Acc: 0.4515, Val Acc: 0.0795, Test Acc: 0.0828, 
[7,   200] loss: 1.989
[7,   400] loss: 1.990
[7,   600] loss: 2.001
[7,   800] loss: 2.014
[7,  1000] loss: 1.988
[7,  1200] loss: 1.999
[7,  1400] loss: 2.012
[7,  1600] loss: 1.985
[7,  1800] loss: 1.981
[7,  2000] loss: 2.003
[7,  2200] loss: 1.990
[7,  2400] loss: 2.004
[7,  2600] loss: 1.984
[7,  2800] loss: 2.002
[7,  3000] loss: 2.002
[7,  3200] loss: 1.990
[7,  3400] loss: 1.999
[7,  3600] loss: 2.001
[7,  3800] loss: 1.984
[7,  4000] loss: 1.975
[7,  4200] loss: 2.007
[7,  4400] loss: 2.002
[7,  4600] loss: 2.003
[7,  4800] loss: 2.000
[7,  5000] loss: 1.953
Epoch [7/20], Train Loss: 0.2493, Val Loss: 0.2925, Test Loss: 2.3409Training Acc: 0.4631, Val Acc: 0.1074, Test Acc: 0.1075, 
[8,   200] loss: 1.972
[8,   400] loss: 1.976
[8,   600] loss: 1.988
[8,   800] loss: 1.978
[8,  1000] loss: 1.982
[8,  1200] loss: 1.977
[8,  1400] loss: 1.999
[8,  1600] loss: 1.989
[8,  1800] loss: 2.009
[8,  2000] loss: 1.951
[8,  2200] loss: 1.997
[8,  2400] loss: 1.982
[8,  2600] loss: 1.981
[8,  2800] loss: 1.981
[8,  3000] loss: 1.999
[8,  3200] loss: 1.980
[8,  3400] loss: 1.980
[8,  3600] loss: 2.002
[8,  3800] loss: 1.985
[8,  4000] loss: 1.983
[8,  4200] loss: 1.978
[8,  4400] loss: 1.971
[8,  4600] loss: 1.983
[8,  4800] loss: 1.962
[8,  5000] loss: 1.981
Epoch [8/20], Train Loss: 0.2478, Val Loss: 0.2893, Test Loss: 2.3124Training Acc: 0.4749, Val Acc: 0.1378, Test Acc: 0.1400, 
[9,   200] loss: 1.971
[9,   400] loss: 1.987
[9,   600] loss: 1.951
[9,   800] loss: 1.983
[9,  1000] loss: 1.989
[9,  1200] loss: 1.982
[9,  1400] loss: 1.980
[9,  1600] loss: 1.983
[9,  1800] loss: 1.984
[9,  2000] loss: 1.978
[9,  2200] loss: 1.975
[9,  2400] loss: 1.986
[9,  2600] loss: 1.967
[9,  2800] loss: 1.984
[9,  3000] loss: 1.978
[9,  3200] loss: 1.960
[9,  3400] loss: 1.975
[9,  3600] loss: 1.993
[9,  3800] loss: 1.985
[9,  4000] loss: 1.986
[9,  4200] loss: 1.968
[9,  4400] loss: 1.986
[9,  4600] loss: 1.973
[9,  4800] loss: 1.991
[9,  5000] loss: 1.972
Epoch [9/20], Train Loss: 0.2473, Val Loss: 0.2930, Test Loss: 2.3462Training Acc: 0.4778, Val Acc: 0.1063, Test Acc: 0.1047, 
[10,   200] loss: 1.946
[10,   400] loss: 1.965
[10,   600] loss: 1.974
[10,   800] loss: 1.997
[10,  1000] loss: 1.966
[10,  1200] loss: 1.981
[10,  1400] loss: 1.953
[10,  1600] loss: 1.969
[10,  1800] loss: 1.958
[10,  2000] loss: 1.964
[10,  2200] loss: 1.994
[10,  2400] loss: 1.964
[10,  2600] loss: 1.963
[10,  2800] loss: 1.950
[10,  3000] loss: 1.975
[10,  3200] loss: 1.968
[10,  3400] loss: 1.965
[10,  3600] loss: 1.972
[10,  3800] loss: 1.985
[10,  4000] loss: 1.953
[10,  4200] loss: 1.966
[10,  4400] loss: 1.974
[10,  4600] loss: 1.965
[10,  4800] loss: 1.986
[10,  5000] loss: 1.968
Epoch [10/20], Train Loss: 0.2461, Val Loss: 0.2923, Test Loss: 2.3433Training Acc: 0.4891, Val Acc: 0.1136, Test Acc: 0.1084, 
[11,   200] loss: 1.954
[11,   400] loss: 1.961
[11,   600] loss: 1.974
[11,   800] loss: 1.952
[11,  1000] loss: 1.942
[11,  1200] loss: 1.946
[11,  1400] loss: 1.954
[11,  1600] loss: 1.955
[11,  1800] loss: 1.980
[11,  2000] loss: 1.962
[11,  2200] loss: 1.960
[11,  2400] loss: 1.994
[11,  2600] loss: 1.966
[11,  2800] loss: 1.959
[11,  3000] loss: 1.991
[11,  3200] loss: 1.960
[11,  3400] loss: 1.954
[11,  3600] loss: 1.975
[11,  3800] loss: 1.974
[11,  4000] loss: 1.969
[11,  4200] loss: 1.960
[11,  4400] loss: 1.951
[11,  4600] loss: 1.983
[11,  4800] loss: 1.985
[11,  5000] loss: 1.943
Epoch [11/20], Train Loss: 0.2455, Val Loss: 0.2944, Test Loss: 2.3529Training Acc: 0.4929, Val Acc: 0.0952, Test Acc: 0.0985, 
[12,   200] loss: 1.957
[12,   400] loss: 1.945
[12,   600] loss: 1.940
[12,   800] loss: 1.974
[12,  1000] loss: 1.985
[12,  1200] loss: 1.955
[12,  1400] loss: 1.956
[12,  1600] loss: 1.954
[12,  1800] loss: 1.967
[12,  2000] loss: 1.972
[12,  2200] loss: 1.966
[12,  2400] loss: 1.967
[12,  2600] loss: 1.944
[12,  2800] loss: 1.964
[12,  3000] loss: 1.955
[12,  3200] loss: 1.952
[12,  3400] loss: 1.960
[12,  3600] loss: 1.944
[12,  3800] loss: 1.978
[12,  4000] loss: 1.956
[12,  4200] loss: 1.948
[12,  4400] loss: 1.955
[12,  4600] loss: 1.963
[12,  4800] loss: 1.978
[12,  5000] loss: 1.963
Epoch [12/20], Train Loss: 0.2450, Val Loss: 0.3014, Test Loss: 2.4088Training Acc: 0.4974, Val Acc: 0.0407, Test Acc: 0.0426, 
[13,   200] loss: 1.958
[13,   400] loss: 1.960
[13,   600] loss: 1.942
[13,   800] loss: 1.943
[13,  1000] loss: 1.947
[13,  1200] loss: 1.960
[13,  1400] loss: 1.932
[13,  1600] loss: 1.973
[13,  1800] loss: 1.956
[13,  2000] loss: 1.963
[13,  2200] loss: 1.967
[13,  2400] loss: 1.954
[13,  2600] loss: 1.959
[13,  2800] loss: 1.952
[13,  3000] loss: 1.936
[13,  3200] loss: 1.968
[13,  3400] loss: 1.955
[13,  3600] loss: 1.962
[13,  3800] loss: 1.960
[13,  4000] loss: 1.964
[13,  4200] loss: 1.971
[13,  4400] loss: 1.925
[13,  4600] loss: 1.950
[13,  4800] loss: 1.963
[13,  5000] loss: 1.949
Epoch [13/20], Train Loss: 0.2443, Val Loss: 0.2942, Test Loss: 2.3528Training Acc: 0.5036, Val Acc: 0.1000, Test Acc: 0.1007, 
[14,   200] loss: 1.956
[14,   400] loss: 1.953
[14,   600] loss: 1.948
[14,   800] loss: 1.964
[14,  1000] loss: 1.950
[14,  1200] loss: 1.965
[14,  1400] loss: 1.959
[14,  1600] loss: 1.961
[14,  1800] loss: 1.938
[14,  2000] loss: 1.941
[14,  2200] loss: 1.951
[14,  2400] loss: 1.961
[14,  2600] loss: 1.965
[14,  2800] loss: 1.953
[14,  3000] loss: 1.968
[14,  3200] loss: 1.948
[14,  3400] loss: 1.951
[14,  3600] loss: 1.939
[14,  3800] loss: 1.928
[14,  4000] loss: 1.947
[14,  4200] loss: 1.942
[14,  4400] loss: 1.934
[14,  4600] loss: 1.926
[14,  4800] loss: 1.959
[14,  5000] loss: 1.965
Epoch [14/20], Train Loss: 0.2439, Val Loss: 0.2991, Test Loss: 2.3972Training Acc: 0.5060, Val Acc: 0.0582, Test Acc: 0.0553, 
[15,   200] loss: 1.938
[15,   400] loss: 1.936
[15,   600] loss: 1.944
[15,   800] loss: 1.954
[15,  1000] loss: 1.968
[15,  1200] loss: 1.935
[15,  1400] loss: 1.945
[15,  1600] loss: 1.941
[15,  1800] loss: 1.961
[15,  2000] loss: 1.943
[15,  2200] loss: 1.960
[15,  2400] loss: 1.929
[15,  2600] loss: 1.966
[15,  2800] loss: 1.934
[15,  3000] loss: 1.955
[15,  3200] loss: 1.939
[15,  3400] loss: 1.929
[15,  3600] loss: 1.926
[15,  3800] loss: 1.947
[15,  4000] loss: 1.936
[15,  4200] loss: 1.938
[15,  4400] loss: 1.958
[15,  4600] loss: 1.947
[15,  4800] loss: 1.949
[15,  5000] loss: 1.942
Epoch [15/20], Train Loss: 0.2431, Val Loss: 0.2934, Test Loss: 2.3480Training Acc: 0.5127, Val Acc: 0.1052, Test Acc: 0.1056, 
[16,   200] loss: 1.940
[16,   400] loss: 1.942
[16,   600] loss: 1.926
[16,   800] loss: 1.944
[16,  1000] loss: 1.940
[16,  1200] loss: 1.944
[16,  1400] loss: 1.962
[16,  1600] loss: 1.943
[16,  1800] loss: 1.947
[16,  2000] loss: 1.949
[16,  2200] loss: 1.953
[16,  2400] loss: 1.932
[16,  2600] loss: 1.937
[16,  2800] loss: 1.944
[16,  3000] loss: 1.943
[16,  3200] loss: 1.960
[16,  3400] loss: 1.947
[16,  3600] loss: 1.950
[16,  3800] loss: 1.951
[16,  4000] loss: 1.943
[16,  4200] loss: 1.933
[16,  4400] loss: 1.921
[16,  4600] loss: 1.947
[16,  4800] loss: 1.950
[16,  5000] loss: 1.939
Epoch [16/20], Train Loss: 0.2429, Val Loss: 0.2950, Test Loss: 2.3606Training Acc: 0.5141, Val Acc: 0.0931, Test Acc: 0.0921, 
[17,   200] loss: 1.938
[17,   400] loss: 1.940
[17,   600] loss: 1.966
[17,   800] loss: 1.927
[17,  1000] loss: 1.940
[17,  1200] loss: 1.938
[17,  1400] loss: 1.929
[17,  1600] loss: 1.934
[17,  1800] loss: 1.964
[17,  2000] loss: 1.927
[17,  2200] loss: 1.934
[17,  2400] loss: 1.926
[17,  2600] loss: 1.943
[17,  2800] loss: 1.935
[17,  3000] loss: 1.959
[17,  3200] loss: 1.920
[17,  3400] loss: 1.956
[17,  3600] loss: 1.920
[17,  3800] loss: 1.926
[17,  4000] loss: 1.938
[17,  4200] loss: 1.915
[17,  4400] loss: 1.944
[17,  4600] loss: 1.939
[17,  4800] loss: 1.925
[17,  5000] loss: 1.961
Epoch [17/20], Train Loss: 0.2422, Val Loss: 0.2915, Test Loss: 2.3398Training Acc: 0.5207, Val Acc: 0.1208, Test Acc: 0.1134, 
[18,   200] loss: 1.939
[18,   400] loss: 1.911
[18,   600] loss: 1.927
[18,   800] loss: 1.936
[18,  1000] loss: 1.931
[18,  1200] loss: 1.926
[18,  1400] loss: 1.959
[18,  1600] loss: 1.931
[18,  1800] loss: 1.941
[18,  2000] loss: 1.961
[18,  2200] loss: 1.965
[18,  2400] loss: 1.939
[18,  2600] loss: 1.948
[18,  2800] loss: 1.927
[18,  3000] loss: 1.930
[18,  3200] loss: 1.919
[18,  3400] loss: 1.947
[18,  3600] loss: 1.939
[18,  3800] loss: 1.933
[18,  4000] loss: 1.932
[18,  4200] loss: 1.916
[18,  4400] loss: 1.925
[18,  4600] loss: 1.939
[18,  4800] loss: 1.945
[18,  5000] loss: 1.939
Epoch [18/20], Train Loss: 0.2420, Val Loss: 0.2934, Test Loss: 2.3522Training Acc: 0.5213, Val Acc: 0.1063, Test Acc: 0.1021, 
[19,   200] loss: 1.921
[19,   400] loss: 1.944
[19,   600] loss: 1.910
[19,   800] loss: 1.937
[19,  1000] loss: 1.926
[19,  1200] loss: 1.932
[19,  1400] loss: 1.922
[19,  1600] loss: 1.925
[19,  1800] loss: 1.917
[19,  2000] loss: 1.905
[19,  2200] loss: 1.928
[19,  2400] loss: 1.924
[19,  2600] loss: 1.923
[19,  2800] loss: 1.932
[19,  3000] loss: 1.951
[19,  3200] loss: 1.955
[19,  3400] loss: 1.932
[19,  3600] loss: 1.928
[19,  3800] loss: 1.933
[19,  4000] loss: 1.913
[19,  4200] loss: 1.956
[19,  4400] loss: 1.946
[19,  4600] loss: 1.924
[19,  4800] loss: 1.939
[19,  5000] loss: 1.927
Epoch [19/20], Train Loss: 0.2412, Val Loss: 0.2975, Test Loss: 2.3791Training Acc: 0.5273, Val Acc: 0.0723, Test Acc: 0.0748, 
[20,   200] loss: 1.914
[20,   400] loss: 1.925
[20,   600] loss: 1.905
[20,   800] loss: 1.933
[20,  1000] loss: 1.932
[20,  1200] loss: 1.935
[20,  1400] loss: 1.930
[20,  1600] loss: 1.946
[20,  1800] loss: 1.926
[20,  2000] loss: 1.935
[20,  2200] loss: 1.917
[20,  2400] loss: 1.947
[20,  2600] loss: 1.921
[20,  2800] loss: 1.931
[20,  3000] loss: 1.937
[20,  3200] loss: 1.937
[20,  3400] loss: 1.927
[20,  3600] loss: 1.938
[20,  3800] loss: 1.944
[20,  4000] loss: 1.929
[20,  4200] loss: 1.935
[20,  4400] loss: 1.906
[20,  4600] loss: 1.946
[20,  4800] loss: 1.939
[20,  5000] loss: 1.929
Epoch [20/20], Train Loss: 0.2413, Val Loss: 0.2950, Test Loss: 2.3591Training Acc: 0.5279, Val Acc: 0.0945, Test Acc: 0.0947, 
Model saved as ../results/AlexNet_No_FC1/weights/model_final.pt
Evauating the models
Running inference on AlexNet
Accuracy: 5169/10000 (51.690000%)
Making the confusion matrix AlexNet
confusion matrix saved
Producing PR for AlexNet
Saving PR files AlexNet
Running inference on AlexNet_No_L5
Accuracy: 5336/10000 (53.360000%)
Making the confusion matrix AlexNet_No_L5
confusion matrix saved
Producing PR for AlexNet_No_L5
Saving PR files AlexNet_No_L5
Running inference on AlexNet_No_L4
Accuracy: 5094/10000 (50.940000%)
Making the confusion matrix AlexNet_No_L4
confusion matrix saved
Producing PR for AlexNet_No_L4
Saving PR files AlexNet_No_L4
Running inference on AlexNet_No_FC1
Accuracy: 5213/10000 (52.130000%)
Making the confusion matrix AlexNet_No_FC1
confusion matrix saved
Producing PR for AlexNet_No_FC1
Saving PR files AlexNet_No_FC1
